Division,District,Thana / Police Station,Thana Type,Area (km²),Population,Density (/km²),Year Estd.,OC Rank,Annual FIRs,Annual GDs,Flood Risk,Officers,Constables,Vehicles,Outposts,Detection Rate (%),Lockup,Male Pop.,Female Pop.,Urban Pop. (%),Working Age Pop.,Literacy Rate (%),Avg. HH Size,Total Roads (km),Paved Road (%),Electricity (%),Internet Users (%),Mobile Banking (%),Bank Branches,Hospitals/Clinics,Primary Schools,Weekly Markets,4G Coverage,Total Crimes (annual),Murder Cases,Robbery Cases,Theft Cases,Narcotics Cases,GBV/VAW Cases,Human Trafficking Risk,Cyclone Risk,Drought Risk,EPZ Zone,Port/Ferry Terminal,Border/Land Port,Tourist Area,River Police,Ethnic Minority Area,Poverty Rate (%),Agriculture Workers (%),Industry Workers (%),Service Workers (%),Unemployment (%),E-Commerce Activity,Remittance Dependency
Chittagong,Bandarban,Naikhongchhari,Hill,1076,34090,32,1972,Sub-Inspector,51,200,High,8,23,1,12,71.1,0,17480,17173,15,22785,76.4,5.09,2356.5,37.6,61.5,16.8,55.4,1,0,11,2,Limited,55,1,1,25,2,1,Medium,High,Low,No,No,No,No,No,Yes,21.3,50.4,18.2,31.4,4.2,Low,Low
Chittagong,Bandarban,Ruma,Hill,1083,26335,24,1975,Sub-Inspector,50,200,High,8,17,1,10,71.2,0,12877,12096,15,16013,74.3,4.92,1900.7,50.4,55.0,33.3,68.9,0,0,7,1,Limited,26,0,0,11,1,0,Low,High,Low,No,No,No,No,No,Yes,13.7,45.4,14.8,39.8,5.6,Low,Low
Chittagong,Bandarban,Rowangchhari,Hill,428,28709,67,1975,Sub-Inspector,50,200,High,8,21,1,3,74.6,0,15590,15193,15,18376,70.6,4.87,892.4,35.1,71.8,33.5,62.6,0,0,7,1,Limited,33,0,2,10,1,0,Medium,High,Low,No,No,No,No,No,No,15.3,44.8,17.6,37.6,7.1,Low,Medium
Chittagong,Bandarban,Thanchi,Hill,1284,20820,16,1980,Sub-Inspector,50,200,High,8,15,1,11,43.2,0,9301,9604,15,12017,69.6,3.73,1811.4,32.0,46.4,13.2,48.9,0,0,5,1,Limited,36,0,0,17,0,0,Low,High,Low,No,No,No,No,No,No,25.3,52.9,5.0,42.1,7.4,Low,Medium
Chittagong,Khagrachhari,Khagrachhari Sadar,Hill,388,94668,244,1947,Inspector,127,389,High,18,46,2,4,83.2,0,44719,45905,15,53370,70.0,5.11,491.2,31.8,61.5,18.0,58.3,2,1,25,4,Limited,115,3,3,56,6,1,Medium,High,Low,No,No,No,No,No,Yes,20.3,44.0,9.6,46.4,5.4,Low,Low
Chittagong,Khagrachhari,Dighinala,Hill,704,48456,69,1965,Sub-Inspector,59,257,High,13,31,1,5,61.6,0,23430,23886,15,28446,69.6,4.23,1430.1,46.6,40.0,34.3,63.9,1,0,12,2,Limited,77,0,2,31,3,2,Low,High,Low,No,No,No,No,No,No,26.2,50.3,22.8,26.9,3.3,Low,Medium
Chittagong,Khagrachhari,Matiranga,Hill,517,51324,99,1960,Inspector,59,289,High,15,34,1,3,82.5,0,27053,25019,15,33585,69.9,5.1,1041.3,40.1,55.2,28.9,57.2,1,0,14,3,Limited,63,1,4,22,2,1,Medium,High,Low,No,No,No,No,No,No,20.9,38.5,18.3,43.2,4.9,Low,Medium
Chittagong,Khagrachhari,Ramgarh,Border,336,41491,123,1960,Sub-Inspector,68,203,High,9,29,1,4,37.3,0,20594,21111,22,26461,74.2,4.13,506.2,40.7,60.6,28.8,44.1,1,0,12,2,Partial,144,0,2,58,1,1,High,High,Low,No,No,Yes,No,No,Yes,9.4,44.5,11.5,44.0,5.8,Low,Medium
Chittagong,Khagrachhari,Manikchhari,Hill,396,31873,80,1970,Sub-Inspector,50,200,High,10,24,1,4,90.2,0,16945,16117,15,20664,72.6,4.47,454.3,51.9,52.6,17.5,64.0,0,0,9,2,Limited,64,0,3,26,2,1,Low,High,Low,No,No,No,No,No,Yes,22.2,49.1,15.0,35.9,6.1,Low,Low
Chittagong,Khagrachhari,Panchhari,Hill,697,35227,51,1972,Sub-Inspector,51,200,High,10,23,1,7,59.8,0,16484,16880,15,20290,77.5,4.2,477.5,31.7,50.9,16.6,73.2,1,0,8,2,Limited,57,1,1,25,3,1,Low,High,Low,No,No,No,No,No,Yes,26.1,49.2,20.9,29.9,3.3,Low,Medium
Chittagong,Khagrachhari,Lakshmichhari,Hill,256,23578,92,1975,Sub-Inspector,50,200,High,8,19,1,3,70.4,0,11935,11073,15,14157,68.1,4.56,338.4,46.0,59.9,22.0,65.4,0,0,7,1,Limited,41,0,1,16,1,1,Low,High,Low,No,No,No,No,No,Yes,24.9,51.3,21.0,27.7,7.3,Low,Low
Chittagong,Khagrachhari,Mahalchhari,Hill,339,25374,75,1978,Sub-Inspector,50,200,High,8,15,1,2,58.2,0,14589,13855,15,18752,68.7,4.98,243.6,51.8,56.8,30.4,66.7,0,0,7,1,Limited,44,0,1,19,1,0,Medium,High,Low,No,No,No,No,No,No,23.3,48.2,23.3,28.5,3.8,Low,Low
Chittagong,Rangamati,Rangamati Sadar,Hill,390,68967,177,1947,Inspector,84,356,High,14,45,1,5,61.7,0,34013,32251,15,41775,66.3,5.12,774.0,32.1,45.6,32.7,48.9,2,0,21,4,Limited,96,2,4,32,2,3,Low,High,Low,No,No,No,No,No,Yes,8.1,51.2,14.5,34.3,4.2,Low,Medium
Chittagong,Rangamati,Kaptai,Hill,365,35829,98,1960,Sub-Inspector,50,200,High,9,23,1,4,87.3,0,17285,17253,15,22510,68.8,4.59,750.5,33.2,48.0,17.4,72.4,1,0,11,2,Limited,57,0,2,17,2,1,Low,High,Low,No,No,No,No,No,No,26.4,45.8,19.3,34.9,6.3,Low,Low
Chittagong,Rangamati,Langadu,Hill,804,31419,39,1968,Sub-Inspector,50,200,High,8,22,1,11,69.6,0,15354,14673,15,18028,72.4,4.35,1021.0,34.3,55.9,21.6,55.6,0,0,8,1,Limited,40,0,2,15,2,1,Low,High,Low,No,No,No,No,No,Yes,31.5,46.6,15.0,38.4,5.6,Low,Low
Chittagong,Rangamati,Bagaichhari,Hill,838,31909,38,1970,Sub-Inspector,51,200,High,8,16,1,9,62.7,0,14349,13731,15,17506,72.6,4.52,858.0,33.3,54.3,25.8,61.7,0,0,7,1,Limited,41,0,1,14,0,1,Medium,High,Low,No,No,No,No,No,No,15.6,43.7,18.7,37.6,6.6,Low,Low
Chittagong,Rangamati,Barkal,Hill,1159,21229,18,1975,Sub-Inspector,50,200,High,8,15,1,8,61.3,0,11557,10776,15,13784,66.2,4.65,2179.1,40.3,46.5,28.7,64.5,0,0,5,1,Limited,28,0,1,13,1,0,Low,High,Low,No,No,No,No,No,No,23.9,49.6,15.8,34.6,4.8,Low,Low
Chittagong,Rangamati,Belaichhari,Hill,655,16478,25,1978,Sub-Inspector,50,200,High,8,15,1,9,64.0,0,8561,8565,15,10930,71.9,4.0,1437.4,31.7,58.0,29.0,51.5,0,0,4,1,Limited,25,0,1,10,0,0,Low,High,Low,No,No,No,No,No,No,12.9,48.2,12.6,39.2,6.5,Low,Medium
Chittagong,Rangamati,Rajasthali,Hill,377,15939,42,1980,Sub-Inspector,50,200,High,8,15,1,4,63.5,0,7714,8015,15,10017,75.5,5.07,640.6,38.7,58.8,29.0,52.6,0,0,4,1,Limited,25,0,0,12,0,0,Low,High,Low,No,No,No,No,No,Yes,11.4,52.1,16.4,31.5,4.8,Low,Medium
Chittagong,Rangamati,Naniarchar,Hill,500,19406,39,1982,Sub-Inspector,50,200,High,8,15,1,3,49.4,0,10234,10279,15,12150,68.3,4.96,363.6,55.1,50.5,17.1,55.2,0,0,6,1,Limited,28,0,0,12,1,1,Medium,High,Low,No,No,No,No,No,Yes,11.9,48.0,16.0,36.0,6.2,Low,Low
Chittagong,Rangamati,Juraichhari,Hill,653,14933,23,1985,Sub-Inspector,50,200,High,8,15,1,6,92.0,0,8181,8427,15,9807,68.6,3.88,1319.5,35.9,56.6,20.1,49.9,0,0,4,1,Limited,20,0,1,9,1,0,Low,High,Low,No,No,No,No,No,No,11.5,54.6,13.9,31.5,5.7,Low,Medium
Chittagong,Rangamati,Kawkhali Rmt,Hill,340,26282,77,1988,Sub-Inspector,50,200,High,8,16,1,3,59.5,0,12124,12462,15,15745,67.7,4.27,604.4,50.6,62.2,18.9,60.2,0,0,6,1,Limited,25,0,1,12,1,0,Low,High,Low,No,No,No,No,No,No,23.3,47.7,14.8,37.5,4.8,Low,Medium
Dhaka,Dhaka,Motijheel,Metropolitan,5,299233,59847,1952,Additional SP,437,1292,Medium,79,202,11,0,62.0,1,137717,142324,90,169797,86.8,3.89,5.5,81.7,78.0,57.8,71.0,6,2,80,19,Full,1075,10,13,367,16,16,Low,Low,Low,No,No,No,No,No,No,5.0,10.0,35.9,54.1,5.5,High,Low
Dhaka,Dhaka,Kotwali Dhaka,Metropolitan,4,217882,54470,1857,Additional SP,325,933,Medium,47,163,4,0,81.1,1,104248,102293,90,134396,86.0,4.01,3.5,70.9,79.7,61.5,65.9,7,2,61,15,Full,1000,4,7,448,19,8,Low,Low,Low,No,No,No,No,No,No,5.0,20.3,44.4,35.3,2.3,High,Low
Dhaka,Dhaka,Sutrapur,Metropolitan,6,191581,31930,1900,Additional SP,306,805,Medium,44,139,6,0,74.7,1,95319,97823,90,112457,88.8,4.28,9.8,70.3,82.0,56.1,78.6,4,1,54,11,Full,886,3,17,367,19,6,Low,Low,Low,No,No,No,No,No,Yes,10.5,12.0,46.8,41.2,4.1,High,Medium
Dhaka,Dhaka,Wari,Metropolitan,4,183423,45856,1947,Additional SP,176,951,Medium,40,134,5,0,66.8,1,96997,93973,90,118868,84.3,4.59,3.5,84.8,79.7,52.8,66.3,3,2,48,9,Full,698,4,15,336,11,10,Low,Low,Low,No,No,No,No,No,Yes,5.0,15.4,43.2,41.4,6.3,High,Low
Dhaka,Dhaka,Lalbagh,Metropolitan,5,204083,40817,1947,Additional SP,267,1115,Medium,44,155,5,0,60.5,1,121136,113059,90,150302,86.7,4.48,8.4,72.2,81.8,55.2,59.6,5,2,65,12,Full,864,3,12,379,16,11,Low,Low,Low,No,No,No,No,No,No,5.0,26.9,46.8,26.3,6.3,High,Medium
Dhaka,Dhaka,Hazaribagh,Metropolitan,6,216716,36119,1952,Inspector,231,1034,Medium,38,129,5,0,61.8,1,91770,91902,90,114981,80.8,3.6,4.4,91.1,80.4,55.5,72.1,6,2,47,12,Full,617,3,8,185,15,3,Low,Low,Low,No,No,No,No,No,No,5.0,15.1,30.7,54.2,2.9,High,Medium
Dhaka,Dhaka,Kamrangirchar,Metropolitan,4,246606,61652,1960,Inspector,325,1085,Medium,43,141,5,0,55.5,1,109525,107709,90,133752,87.7,3.91,6.2,80.3,81.2,63.9,76.7,5,3,57,10,Full,1095,3,5,502,14,11,Low,Low,Low,No,No,No,No,No,No,5.9,15.7,46.9,37.4,2.0,High,Medium
Dhaka,Dhaka,Demra,Metropolitan,15,346332,23089,1965,Inspector,485,1498,Medium,83,278,9,0,57.3,1,156629,147687,90,190304,81.0,3.62,9.9,82.3,77.0,64.9,94.9,9,3,92,25,Full,1185,12,27,498,19,7,Medium,Low,Low,No,No,No,No,No,No,5.0,12.1,45.1,42.8,4.1,High,Low
Dhaka,Dhaka,Jatrabari,Metropolitan,12,289554,24130,1960,Inspector,418,1162,Medium,62,195,5,0,81.8,1,134903,134161,90,156809,79.6,4.32,8.5,79.9,85.6,65.8,80.8,8,3,82,17,Full,868,2,9,280,12,14,Low,Low,Low,No,No,No,No,No,No,5.0,12.3,43.4,44.3,5.4,High,Low
Dhaka,Dhaka,Kadamtali,Metropolitan,8,202484,25310,1965,Inspector,190,1196,Medium,48,129,6,0,49.7,1,108833,102124,90,128074,88.9,4.29,14.3,93.2,71.2,61.3,75.1,5,2,56,12,Full,812,7,19,294,15,4,Low,Low,Low,No,No,No,No,No,No,5.0,25.3,42.1,32.6,4.4,High,Low
Dhaka,Dhaka,Shyampur,Metropolitan,10,224594,22459,1968,Inspector,357,1026,Medium,59,167,7,0,55.5,1,108416,110153,90,137399,87.9,3.38,8.8,87.9,86.0,68.3,71.3,5,2,63,11,Full,970,7,12,292,14,10,Medium,Low,Low,No,No,No,No,No,No,5.0,12.3,48.7,39.0,5.1,High,Low
Dhaka,Dhaka,Dhanmondi,Metropolitan,8,201265,25158,1965,Inspector,331,1128,Medium,45,123,4,0,61.6,1,91818,90486,90,111930,83.0,4.27,17.3,74.3,83.4,62.6,83.5,5,2,49,11,Full,909,3,10,355,10,10,Low,Low,Low,No,No,No,No,No,No,5.0,21.8,47.8,30.4,2.7,High,Medium
Dhaka,Dhaka,Adabor,Metropolitan,8,172287,21536,1980,Inspector,219,957,Medium,35,95,4,0,81.8,1,86995,82790,90,100979,93.1,4.1,6.9,84.1,90.3,57.5,78.2,6,2,49,9,Full,809,7,9,375,16,11,Low,Low,Low,No,No,No,No,No,No,5.0,10.0,36.9,53.1,5.9,High,Medium
Dhaka,Dhaka,Mohammadpur,Metropolitan,10,218705,21870,1968,Inspector,230,966,Medium,44,142,6,0,35.0,1,121755,112951,90,138128,84.8,4.2,12.3,83.6,79.8,56.1,84.3,6,1,61,13,Full,969,3,17,461,12,4,Medium,Low,Low,No,No,No,No,No,No,5.0,10.0,44.9,45.1,6.8,High,Low
Dhaka,Dhaka,Sher-e-Bangla Nagar,Metropolitan,7,166319,23760,1975,Inspector,157,813,Medium,42,92,4,0,61.3,1,86385,81548,90,101825,79.4,4.45,7.4,79.7,90.8,75.5,78.1,4,1,42,7,Full,640,5,11,219,15,8,Low,Low,Low,No,No,No,No,No,No,5.0,17.3,39.5,43.2,5.2,High,Medium
Dhaka,Dhaka,Tejgaon,Metropolitan,8,204634,25579,1960,Inspector,249,1166,Medium,47,135,6,0,81.7,1,107932,102719,90,137518,91.4,3.57,14.1,89.1,83.0,63.7,68.3,4,2,60,12,Full,858,6,4,316,5,7,Low,Low,Low,No,No,No,No,No,No,5.0,14.1,39.9,46.0,4.3,High,Low
Dhaka,Dhaka,Tejgaon Industrial,Industrial,6,138626,23104,1965,Inspector,168,757,Medium,30,101,4,0,74.5,0,72845,74656,55,94704,84.3,4.28,12.5,49.2,69.9,57.9,79.3,5,1,41,10,Full,549,3,4,243,6,8,Low,Low,Low,No,No,No,No,No,No,9.5,33.6,27.3,39.1,4.5,Medium,Medium
Dhaka,Dhaka,Kafrul,Metropolitan,9,184000,20444,1975,Inspector,166,1039,Medium,45,114,4,0,41.0,1,101453,97722,90,117445,83.4,3.64,17.0,85.0,92.6,67.5,73.9,4,2,46,8,Full,627,4,18,263,11,11,Low,Low,Low,No,No,No,No,No,No,5.0,11.5,42.2,46.3,4.8,High,Low
Dhaka,Dhaka,Pallabi,Metropolitan,12,214635,17886,1980,Inspector,342,1175,Medium,43,151,5,0,92.0,1,106043,99832,90,134050,85.6,3.46,26.2,97.0,65.9,64.4,75.7,4,2,52,11,Full,732,5,21,359,16,6,Low,Low,Low,No,No,No,No,No,No,7.9,16.8,40.5,42.7,5.4,High,Medium
Dhaka,Dhaka,Mirpur,Metropolitan,14,311896,22278,1975,Inspector,300,1822,Medium,58,206,5,0,56.1,1,135925,141462,90,177997,86.2,4.03,15.0,74.7,90.6,54.3,70.8,10,3,77,13,Full,1355,5,17,424,32,17,Low,Low,Low,No,No,No,No,No,No,10.5,10.0,42.3,47.7,7.0,High,Medium
Dhaka,Dhaka,Shah Ali,Metropolitan,8,154096,19262,1985,Inspector,166,657,Medium,49,104,4,0,51.6,1,80251,79979,90,93713,84.6,4.56,12.2,81.1,88.4,59.8,66.2,6,2,44,12,Full,719,5,13,352,9,8,Low,Low,Low,No,No,No,No,No,Yes,5.0,10.0,41.3,48.7,5.8,High,Medium
Dhaka,Dhaka,Turag,Metropolitan,16,185250,11578,1990,Inspector,178,923,Medium,60,120,9,0,53.9,1,89907,93290,90,118637,87.1,3.57,19.4,90.4,91.0,58.5,85.6,4,2,58,10,Full,761,7,10,308,15,3,Low,Low,Low,No,No,No,No,No,No,5.0,12.0,30.3,57.7,5.0,High,Medium
Dhaka,Dhaka,Uttara,Metropolitan,15,231117,15408,1990,Inspector,211,1029,Medium,65,167,9,0,48.4,1,138103,133136,90,176303,89.6,4.46,16.6,78.7,90.2,71.0,64.1,7,2,59,13,Full,802,6,18,340,15,13,Medium,Low,Low,No,No,No,No,No,No,9.6,15.0,43.4,41.6,4.5,High,Medium
Dhaka,Dhaka,Uttara West,Metropolitan,12,188774,15731,2000,Inspector,258,835,Medium,49,136,4,0,84.0,1,84998,85817,90,109022,86.5,4.01,22.3,83.0,85.0,65.4,80.3,3,2,51,13,Full,622,2,14,237,13,10,Low,Low,Low,No,No,No,No,No,No,5.0,19.8,46.2,34.0,5.4,High,Low
Dhaka,Dhaka,Airport,Metropolitan,22,149056,6775,1980,Inspector,203,838,Medium,38,99,5,0,58.3,1,75821,73373,90,98280,83.5,3.88,16.3,74.3,91.8,53.9,81.0,4,2,51,9,Full,669,3,10,206,7,5,Medium,Low,Low,No,No,No,No,No,No,5.0,11.9,42.8,45.3,3.8,High,Low
Dhaka,Dhaka,Dakshinkhan,Metropolitan,14,166912,11922,1995,Inspector,271,874,Medium,55,126,7,0,76.4,1,92953,87696,90,118424,86.1,4.16,11.3,68.0,86.6,75.5,66.9,5,1,58,12,Full,659,7,16,318,15,4,Low,Low,Low,No,No,No,No,No,No,5.0,18.5,37.3,44.2,5.4,High,Low
Dhaka,Dhaka,Uttar Khan,Metropolitan,13,176823,13602,1998,Inspector,269,1053,Medium,45,108,6,0,73.7,1,85463,81960,90,105485,81.1,4.3,22.1,96.6,82.9,62.6,70.0,5,1,51,8,Full,737,6,8,365,15,7,Low,Low,Low,No,No,No,No,No,No,5.0,10.8,46.1,43.1,5.6,High,Low
Dhaka,Dhaka,Badda,Metropolitan,10,229828,22983,1985,Inspector,294,1086,Medium,48,154,5,0,64.3,1,113543,114175,90,144360,84.7,4.64,20.6,62.3,85.2,58.3,89.4,6,2,66,9,Full,893,8,14,328,22,4,Low,Low,Low,No,No,No,No,No,Yes,5.0,11.0,43.2,45.8,4.9,High,Low
Dhaka,Dhaka,Rampura,Metropolitan,8,203828,25478,1985,Inspector,187,967,Medium,36,149,4,0,54.3,1,90782,93953,90,116478,94.6,4.49,6.8,82.6,89.0,64.5,81.3,6,2,54,10,Full,768,4,15,291,11,4,Low,Low,Low,No,No,No,No,No,No,14.6,18.0,39.9,42.1,5.6,High,Low
Dhaka,Dhaka,Khilgaon,Metropolitan,9,224426,24936,1980,Inspector,322,907,Medium,51,184,6,0,78.1,1,116976,111025,90,139919,88.6,3.47,17.2,77.3,81.0,66.1,94.6,6,2,55,12,Full,710,7,6,254,13,6,Low,Low,Low,No,No,No,No,No,No,5.0,16.1,37.4,46.5,4.1,High,Low
Dhaka,Dhaka,Sabujbagh,Metropolitan,8,192733,24092,1980,Inspector,285,1065,Medium,38,148,4,0,61.0,1,105319,100800,90,126631,81.3,4.17,11.2,75.6,89.2,67.5,68.7,4,2,64,14,Full,812,2,8,363,18,12,Low,Low,Low,No,No,No,No,No,No,5.0,17.9,37.7,44.4,6.4,High,Low
Dhaka,Dhaka,Gulshan,Metropolitan,11,176537,16049,1975,Inspector,238,860,Medium,51,136,7,0,64.9,1,102513,96387,90,118572,84.5,4.36,18.6,81.4,76.5,67.7,52.1,4,2,47,10,Full,928,3,10,395,14,5,Low,Low,Low,No,No,No,No,No,No,6.9,14.0,47.1,38.9,3.6,High,Low
Dhaka,Dhaka,Banani,Metropolitan,6,141806,23634,1982,Inspector,154,719,Medium,23,73,2,0,56.7,1,75577,71662,90,93246,88.0,3.98,7.5,85.4,84.1,61.8,70.1,3,1,39,10,Full,513,2,13,183,9,3,Low,Low,Low,No,No,No,No,No,No,7.2,18.3,43.1,38.6,4.9,High,Low
Dhaka,Dhaka,Cantonment Dhaka,Metropolitan,15,171557,11437,1971,Inspector,277,1018,Medium,44,93,7,0,70.1,1,79437,74655,90,99611,87.8,3.45,20.8,77.8,88.1,49.2,70.7,4,1,51,9,Full,782,1,4,267,14,8,Medium,Low,Low,No,No,No,No,No,No,5.0,16.5,48.0,35.5,4.3,High,Low
Dhaka,Dhaka,Khilkhet,Metropolitan,9,161267,17919,2000,Inspector,176,927,Medium,38,110,5,0,78.5,1,75883,76674,90,89594,89.9,3.51,16.9,94.5,85.5,81.2,75.8,4,2,40,11,Full,790,2,9,314,12,8,Medium,Low,Low,No,No,No,No,No,No,5.0,10.0,46.6,43.4,6.8,High,Medium
Dhaka,Dhaka,Vatara,Metropolitan,12,190574,15881,2005,Inspector,205,797,Medium,40,121,3,0,48.2,1,85037,82470,90,109992,89.6,4.42,23.3,78.1,91.6,74.5,80.0,5,1,47,9,Full,646,3,8,254,7,9,Low,Low,Low,No,No,No,No,No,No,5.0,10.0,36.5,53.5,4.7,High,Low
Dhaka,Dhaka,Bhatara,Metropolitan,8,161762,20220,2008,Inspector,189,819,Medium,38,111,5,0,84.5,1,83518,78678,90,97641,93.6,4.14,13.2,76.0,88.4,76.6,90.7,3,2,38,9,Full,574,5,7,253,8,5,Low,Low,Low,No,No,No,No,No,No,5.0,22.6,41.7,35.7,5.9,High,Medium
Dhaka,Dhaka,Agargaon,Metropolitan,6,130695,21782,2005,Inspector,181,532,Medium,37,88,3,0,53.9,1,70768,71325,90,83807,85.6,3.96,6.6,87.6,86.3,86.5,69.6,3,1,38,9,Full,638,3,6,248,5,5,Low,Low,Low,No,No,No,No,No,Yes,5.0,10.0,44.9,45.1,4.5,High,Low
Dhaka,Dhaka,Chawkbazar,Metropolitan,3,178065,59355,1900,Inspector,285,1014,Medium,37,127,3,0,63.4,1,95423,90216,90,117700,85.4,3.38,5.0,86.1,83.8,74.6,72.7,3,1,45,11,Full,768,5,13,270,17,6,Low,Low,Low,No,No,No,No,No,No,5.0,10.0,42.2,47.8,2.0,High,Low
Dhaka,Dhaka,Newmarket,Metropolitan,4,164951,41238,1965,Inspector,194,869,Medium,45,134,6,0,57.4,1,89075,82607,90,113300,94.8,3.93,6.2,71.8,73.6,66.2,72.9,3,1,42,8,Full,562,5,4,249,5,3,Medium,Low,Low,No,No,No,No,No,No,5.0,25.1,44.6,30.3,5.2,High,Low
Dhaka,Dhaka,Ramna,Metropolitan,5,168067,33613,1947,Inspector,283,814,Medium,44,129,4,0,68.9,1,80477,76191,90,97022,94.5,4.49,4.3,92.2,80.1,60.0,73.4,5,2,41,9,Full,727,2,13,358,13,7,Medium,Low,Low,No,No,No,No,No,No,5.8,16.0,37.3,46.7,3.0,High,Low
Dhaka,Dhaka,Shahbag,Metropolitan,4,128097,32024,1960,Inspector,194,623,Medium,27,74,3,0,67.4,1,73606,68170,90,85652,89.6,4.72,7.5,82.2,86.9,62.9,69.7,4,1,35,7,Full,517,2,7,186,9,6,Low,Low,Low,No,No,No,No,No,No,5.0,21.6,45.9,32.5,7.0,High,Medium
Dhaka,Dhaka,Hatirjheel,Metropolitan,6,113772,18962,2010,Inspector,121,570,Medium,29,70,4,0,67.6,1,65369,62020,90,77543,86.1,3.76,6.4,80.3,75.7,54.2,79.9,3,1,36,5,Full,481,2,5,231,5,5,Low,Low,Low,No,No,No,No,No,No,5.0,15.3,41.4,43.3,4.2,High,Low
Dhaka,Dhaka,Rupnagar,Metropolitan,8,159219,19902,2012,Inspector,173,937,Medium,43,105,5,0,52.4,1,72269,67455,90,89755,94.2,4.67,14.6,67.2,88.6,62.4,72.8,4,1,39,7,Full,640,1,6,246,11,6,Low,Low,Low,No,No,No,No,No,No,5.0,10.0,39.6,50.4,5.6,High,Medium
Dhaka,Dhaka,Matijhata,Metropolitan,7,157572,22510,2005,Inspector,189,942,Medium,47,91,4,0,75.0,1,85968,84726,90,106601,89.3,3.54,14.9,73.4,80.0,68.4,79.4,4,1,49,10,Full,641,3,12,302,11,8,Low,Low,Low,No,No,No,No,No,No,11.7,18.8,42.6,38.6,2.0,High,Low
Dhaka,Dhaka,Keraniganj Model,Industrial,45,286068,6357,2000,Inspector,313,1157,Medium,78,205,8,0,61.4,0,147953,151350,55,182284,93.0,3.83,33.6,56.1,66.5,36.1,78.6,7,3,90,19,Full,815,3,21,314,21,16,Low,Low,Low,No,No,No,No,No,No,5.7,46.6,36.2,17.2,5.5,Medium,Low
Dhaka,Dhaka,Nawabganj Dhaka,Metropolitan,12,168267,14022,1995,Inspector,241,842,Medium,37,101,3,0,71.6,1,83008,78463,90,106057,85.3,4.61,7.5,71.6,86.8,64.0,72.3,3,1,39,10,Full,804,5,13,271,7,10,Medium,Low,Low,No,No,No,No,No,No,5.0,16.5,41.1,42.4,3.6,High,Low
Dhaka,Dhaka,Dhamrai,Rural,350,239148,683,1918,Inspector,324,1313,Medium,61,177,8,3,67.2,0,127946,129446,12,161467,78.1,4.13,399.9,33.2,53.6,30.8,65.3,8,2,77,16,Limited,396,4,14,177,17,12,Medium,Low,Low,No,No,No,No,No,No,14.8,56.8,10.5,32.7,5.6,Low,Medium
Dhaka,Dhaka,Dohar,River,166,116316,701,1928,Inspector,136,672,Medium,31,70,3,2,65.5,0,66921,63985,14,82263,77.3,5.01,212.6,29.7,55.6,15.4,50.7,4,1,30,5,Limited,183,3,4,87,11,6,Medium,Low,Low,No,No,No,No,Yes,No,12.7,43.6,19.4,37.0,4.9,Low,Medium
Dhaka,Dhaka,Savar,Industrial,281,810657,2885,1960,Inspector,1059,3315,Medium,226,584,35,3,53.2,0,411815,415897,55,500124,77.3,4.04,395.4,52.8,65.8,46.8,73.7,23,8,233,48,Full,2384,18,29,900,84,36,Medium,Low,Low,No,No,No,No,No,Yes,6.8,31.2,30.4,38.4,3.3,Medium,Low
Dhaka,Gazipur,Gazipur Sadar,Industrial,200,859008,4295,1920,Inspector,918,4918,Medium,172,436,19,2,55.1,0,440599,425122,55,550238,83.7,4.37,136.3,44.5,71.1,58.9,68.4,26,12,248,50,Full,2013,10,70,771,25,18,Low,Low,Low,No,No,No,No,No,No,5.0,27.2,29.4,43.4,4.6,Medium,Low
Dhaka,Gazipur,Joydebpur,City,85,416705,4902,1965,Inspector,469,2322,Medium,110,224,13,1,59.5,1,199008,204646,70,241579,86.9,3.85,149.5,59.3,69.7,54.1,82.3,15,5,140,24,Full,1237,12,34,446,28,22,Medium,Low,Low,No,No,No,No,No,No,5.0,20.9,34.8,44.3,3.4,High,Low
Dhaka,Gazipur,Kaliakair,Industrial,328,395420,1206,1982,Inspector,518,1720,Medium,87,303,9,4,45.2,0,210729,204448,55,247805,84.7,3.81,686.2,53.6,68.8,53.4,73.4,14,4,106,27,Full,1702,7,13,521,24,12,Low,Low,Low,No,No,No,No,No,No,5.8,27.5,24.2,48.3,5.0,Medium,Medium
Dhaka,Gazipur,Kaliganj,Industrial,214,255770,1195,1930,Inspector,329,1231,Medium,61,162,8,2,68.5,0,114741,110657,55,140103,87.2,4.57,258.8,54.6,76.2,52.7,82.0,8,2,58,11,Full,779,7,13,298,16,4,Low,Low,Low,No,No,No,No,No,No,5.0,28.0,27.2,44.8,5.7,Medium,Low
Dhaka,Gazipur,Kapasia,Rural,376,179678,478,1932,Inspector,310,947,Medium,52,140,5,4,51.2,0,84326,80569,12,106755,75.6,3.96,767.2,37.1,53.9,28.5,50.4,4,2,47,12,Limited,423,2,6,163,17,5,Low,Low,Low,No,No,No,No,No,No,16.9,43.9,22.1,34.0,4.7,Low,Low
Dhaka,Gazipur,Sreepur,Industrial,456,348663,765,1928,Inspector,481,1861,Medium,83,217,11,4,92.0,0,160980,149306,55,185497,87.8,4.62,617.4,66.1,70.3,36.9,59.9,7,4,81,15,Full,976,11,16,450,25,13,Low,Low,Low,No,No,No,No,No,No,8.6,36.3,28.1,35.6,6.1,Medium,Low
